Unnamed: 0,filename,date_of_purchase,name_of_store,address,total_price,currency,vendor
147,1147-receipt.jpg,2016-11-24,NEW DELHI INDIAN RESTAURANT,"#237C, SISIWATH QUAY, PHNOM PENH, CAMBODIA",13.0,USD,"NEW DELHI INDIAN RESTAURANT #237C, SISIWATH QUAY, PHNOM PENH, CAMBODIA"
148,1148-receipt.jpg,2022-01-15,Sonic America's Drive-In,"518 Robertson Boulevard, Whittier, CA 90601",13.07,USD,"Sonic America's Drive-In 518 Robertson Boulevard, Whittier, CA 90601"
149,1149-receipt.jpg,2015-08-30,Denny's Restaurant,"180 Eastern Boulevard, Canandaigua, NY 14424",5.29,USD,"Denny's Restaurant 180 Eastern Boulevard, Canandaigua, NY 14424"
150,1150-receipt.jpg,2023-01-12,ESQUIRE GRILLE,SACRAMENTO INTL AIRPORT,80.45,USD,ESQUIRE GRILLE SACRAMENTO INTL AIRPORT
151,1151-receipt.jpg,2019-04-10,Collector's Choice Restaurant,"215 Cypress Ave, Snohomish, WA 98290",13.53,USD,"Collector's Choice Restaurant 215 Cypress Ave, Snohomish, WA 98290"
152,1152-receipt.jpg,2015-03-14,KALOOKI'S,"Bay Road, Blue Hills",62.7,USD,"KALOOKI'S Bay Road, Blue Hills"
153,1153-receipt.jpg,2014-10-21,Gordon Ramsay Steak,Paris Las Vegas,313.49,USD,Gordon Ramsay Steak Paris Las Vegas
154,1154-receipt.jpg,2018-09-06,Via Mar Restaurant,"4105 Maine Ave, Baldwin park, CA 91706",73.24,USD,"Via Mar Restaurant 4105 Maine Ave, Baldwin park, CA 91706"
155,1155-receipt.jpg,2016-02-19,Marco Pierre White Steakhouse & Grill,"22006 Charlie, Manchester, M41 7BL",129.75,GBP,"Marco Pierre White Steakhouse & Grill 22006 Charlie, Manchester, M41 7BL"
156,1156-receipt.jpg,2023-11-12,IKEA,IKEA Milton Keynes MK5 6AA,14.0,GBP,IKEA IKEA Milton Keynes MK5 6AA
157,1157-receipt.jpg,2014-10-08,College of Southern Nevada Russell's Restaurant,108 Serv 7,9.7,USD,College of Southern Nevada Russell's Restaurant 108 Serv 7
158,1158-receipt.jpg,2018-06-29,MITASU JAPANESE RESTAURANT SDN BHD,"B-01, CENTRAL PLAZA, 34, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR",780.45,MYR,"MITASU JAPANESE RESTAURANT SDN BHD B-01, CENTRAL PLAZA, 34, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR"
159,1159-receipt.jpg,2018-04-24,Taco Time - Kenmore,6733 NE 181st St Kenmore WA 98028,6.59,USD,Taco Time - Kenmore 6733 NE 181st St Kenmore WA 98028
160,1160-receipt.jpg,2017-07-10,Angelo's Pizza Restaurant,"12247 Sheridan St, Cooper Cityb, FL 33026",33.34,USD,"Angelo's Pizza Restaurant 12247 Sheridan St, Cooper Cityb, FL 33026"
161,1161-receipt.jpg,2018-11-10,Dominican Restaurant,1019 Front St.,53.23,USD,Dominican Restaurant 1019 Front St.
162,1162-receipt.jpg,2016-10-06,Juniper & Ivy,"2228 Kettner Blvd, San Diego, CA 92101",333.72,USD,"Juniper & Ivy 2228 Kettner Blvd, San Diego, CA 92101"
163,1163-receipt.jpg,2017-03-05,BEN'S BAYSIDE,"211-37 26th Avenue Bayside, NY 11360",41.32,USD,"BEN'S BAYSIDE 211-37 26th Avenue Bayside, NY 11360"
164,1164-receipt.jpg,2015-08-06,The Golden Spear Cafe,"East Hampton, (631) 329-1600 Fax (631) 329-1648 www.goldenspearcafe.com",22.7,USD,"The Golden Spear Cafe East Hampton, (631) 329-1600 Fax (631) 329-1648 www.goldenspearcafe.com"
165,1165-receipt.jpg,2016-11-12,EL CHICO MEXICAN RESTAURANT,,117.0,USD,EL CHICO MEXICAN RESTAURANT nan
166,1166-receipt.jpg,2017-01-07,Pappadeaux Seafood Kitchen,"Pappadeaux Seafood Kitchen (612) 7600 Airport Blvd (HOU) Houston, Tx 77061",42.16,USD,"Pappadeaux Seafood Kitchen Pappadeaux Seafood Kitchen (612) 7600 Airport Blvd (HOU) Houston, Tx 77061"
167,1167-receipt.jpg,2019-05-21,Casa Rubia Cafe,"25-17 Astoria Blvd Astoria, NY 11102",33.75,USD,"Casa Rubia Cafe 25-17 Astoria Blvd Astoria, NY 11102"
168,1168-receipt.jpg,2017-09-27,CARL'S JR,"11961 Beach Blvd, Stanton, CA 90680",7.61,USD,"CARL'S JR 11961 Beach Blvd, Stanton, CA 90680"
169,1169-receipt.jpg,2015-08-22,Delmonico's Italian Steakhouse,"1663 Central Ave, Albany, NY 12205",46.39,USD,"Delmonico's Italian Steakhouse 1663 Central Ave, Albany, NY 12205"
170,1170-receipt.jpg,2016-07-15,Buca di Beppo,"Universal City, CA 91608",109.28,USD,"Buca di Beppo Universal City, CA 91608"
171,1171-receipt.jpg,2012-09-12,POP TATES KORUM MALL,"KORUM MALL, 4TH FLOOR MANGAAL PANDEY RD, OFF EASTERN EXPRESS",523.0,INR,"POP TATES KORUM MALL KORUM MALL, 4TH FLOOR MANGAAL PANDEY RD, OFF EASTERN EXPRESS"
172,1172-receipt.jpg,2017-12-21,EL VALLLE,"305 W. John St. Matthews, NC 28105",17.75,USD,"EL VALLLE 305 W. John St. Matthews, NC 28105"
173,1173-receipt.jpg,2017-08-24,Lalo's Mexican at Navy Pier,600 E Grand Ave,16.56,USD,Lalo's Mexican at Navy Pier 600 E Grand Ave
174,1174-receipt.jpg,2018-04-13,ipanema Brazilian Steak House,"2023 South Pine Avenue, Ocala, Florida 34471",55.38,USD,"ipanema Brazilian Steak House 2023 South Pine Avenue, Ocala, Florida 34471"
175,1175-receipt.jpg,2015-07-03,Bar Louie Huntsville,"365 The Bridge St., Suite1, Huntsville, AL, 35806",7.56,USD,"Bar Louie Huntsville 365 The Bridge St., Suite1, Huntsville, AL, 35806"
176,1176-receipt.jpg,2017-06-05,HEDLEYS,"640 N ROBERTSON BLVD, WEST HOLLYWOOD CA 90069",41.45,USD,"HEDLEYS 640 N ROBERTSON BLVD, WEST HOLLYWOOD CA 90069"
177,1177-receipt.jpg,2018-06-24,El Charro Cafe Ventana,6910 E SUNRISE DR,47.9,USD,El Charro Cafe Ventana 6910 E SUNRISE DR
178,1178-receipt.jpg,2017-01-21,Gourdough's Public House,"2700 South Lamar Blvd, Austin, TX 78704",11.91,USD,"Gourdough's Public House 2700 South Lamar Blvd, Austin, TX 78704"
179,1179-receipt.jpg,2018-09-29,FourthStreetMill,"2124 Bonita Avenue, La Verne, CA 91750",54.2,USD,"FourthStreetMill 2124 Bonita Avenue, La Verne, CA 91750"
180,1180-receipt.jpg,2014-08-30,Lizzy's,,12.03,USD,Lizzy's nan
181,1181-receipt.jpg,2016-04-07,DEL FRISCO'S #8620,"1221 Avenue of the Americas New York, New York 10020",439.85,USD,"DEL FRISCO'S #8620 1221 Avenue of the Americas New York, New York 10020"
182,1182-receipt.jpg,2017-08-21,Finnigan's Way Check 822819,"1344 Ocean Drive, Miami Beach, Florida 33139",50.8,USD,"Finnigan's Way Check 822819 1344 Ocean Drive, Miami Beach, Florida 33139"
183,1183-receipt.jpg,2019-05-19,JALISCO,244 Highway 290 W. Elgin TX 78621,10.0,USD,JALISCO 244 Highway 290 W. Elgin TX 78621
184,1184-receipt.jpg,2013-03-22,DINING ROOM,T5 MAIN DINING,193.35,USD,DINING ROOM T5 MAIN DINING
185,1185-receipt.jpg,2016-02-12,JT's Diner,37011 Cook Street,28.4,USD,JT's Diner 37011 Cook Street
186,1186-receipt.jpg,2019-03-03,Primo Family Restaurant,,52.47,USD,Primo Family Restaurant nan
187,1187-receipt.jpg,2019-06-16,Spiral Diner & Bakery,"608 E Hickory St, Denton, TX 76205",50.38,USD,"Spiral Diner & Bakery 608 E Hickory St, Denton, TX 76205"
188,1188-receipt.jpg,2016-12-03,New China,"1130 North Higley Rd Suite#7-102 Mesa, AZ 85205",26.96,USD,"New China 1130 North Higley Rd Suite#7-102 Mesa, AZ 85205"
189,1189-receipt.jpg,2017-07-05,MIGUELS MEXICAN RESTAURANT,"2223 E. WATERS AVE. TAMPA, FL.",27.08,USD,"MIGUELS MEXICAN RESTAURANT 2223 E. WATERS AVE. TAMPA, FL."
190,1190-receipt.jpg,2018-06-30,Bombay Grill House,"764 9TH AVE NEW YORK, NY 10019",154.0,USD,"Bombay Grill House 764 9TH AVE NEW YORK, NY 10019"
191,1191-receipt.jpg,2019-05-19,MOD Pizza,"26902 92nd Ave NW, Suite A, Stanwood, WA 98292",29.98,USD,"MOD Pizza 26902 92nd Ave NW, Suite A, Stanwood, WA 98292"
192,1192-receipt.jpg,20120 January 1,STANWAY'S,"12345 MAIN STREET, LUKATLA, AK 99551-7424",97.29,USD,"STANWAY'S 12345 MAIN STREET, LUKATLA, AK 99551-7424"
193,1193-receipt.jpg,2014-11-02,Marie Callender's Restaurant,"Store #0134 2920 Pacific Coast Hwy Pismo Beach, CA 93449",19.19,USD,"Marie Callender's Restaurant Store #0134 2920 Pacific Coast Hwy Pismo Beach, CA 93449"
194,1194-receipt.jpg,2016-02-19,Bar Rua,"16 Tower St, Manchester M4 1DB",65.1,GBP,"Bar Rua 16 Tower St, Manchester M4 1DB"
195,1195-receipt.jpg,2018-06-10,AM1C1 Conyers,"1805 Parker Rd Suite G110, 1805 Parker Rd (678) 690-2005",33.75,USD,"AM1C1 Conyers 1805 Parker Rd Suite G110, 1805 Parker Rd (678) 690-2005"
196,1196-receipt.jpg,2016-12-31,CHARLES,,58.3,USD,CHARLES nan
197,1197-receipt.jpg,2018-08-28,BAR RISTORANTE,STRADELLENTO MERINO E TERMILE SIN MONTINO S.R.L. VIA S. MONTINO - LACCO HAREO (NO) PARITA' IVA 00200439535,34.0,EUR,BAR RISTORANTE STRADELLENTO MERINO E TERMILE SIN MONTINO S.R.L. VIA S. MONTINO - LACCO HAREO (NO) PARITA' IVA 00200439535
198,1198-receipt.jpg,1959-08-25,STK Miami Beach,"Collins Ave
Miami, FL 33140",154.78,USD,"STK Miami Beach Collins Ave
Miami, FL 33140"
199,1199-receipt.jpg,2012-06-21,Tartine,"819 N Vermont Ave
West Hollywood, CA 90069",128.33,USD,"Tartine 819 N Vermont Ave
West Hollywood, CA 90069"
